streams,stream,category,category_conf,source_name,source_url,source_method,title,summary,link,published_iso,country_infer,is_SCANDI,is_usa,debate_score,__base_score,model_final
nnuk,nnuk,Vitenskap,0.55,DutchNews.nl,https://www.dutchnews.nl/,rss,"AI leads to job cuts at Just Eat Takeaway, 175 to go in NL","<img alt="""" class=""attachment-thumbnail size-thumbnail wp-post-image"" height=""240"" src=""https://www.dutchnews.nl/wpcms/wp-content/uploads/2021/11/Depositphotos_440075520_S-360x240.jpg"" width=""360"" />Just Eat Takeaway, the Dutch firm behind food delivery service Thuisbezorgd, is cutting 450 jobs worldwide due to its increasing...",https://www.dutchnews.nl/2025/09/ai-job-cuts-just-eat-takeaway-customer-service/,2025-09-26T09:15:22+00:00,NL,False,False,1.8586640482027357,1.8586640482027357,5nano
main,main,Utenriks uten USA,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Zelenskyy condemns Russia’s ‘vile and cowardly’ 12-hour bombing of Ukraine,"<p>Moscow targets Kyiv and other regions with about 600 drones and 40 missiles, killing at least four people</p><p>One of the worst bombardments of Kyiv since the start of Vladimir Putin’s full-scale invasion of Ukraine has killed at least four people in what Volodymyr Zelenskyy described as a “vile and cowardly” attack.</p><p>Russia launched nearly 600 drones and more than 40 cruise missiles in a bombardment that lasted more than 12 hours over Saturday night and into Sunday morning. The main targets were the Ukrainian capital and the regions of Zaporizhzhia, Khmelnytskyi, Sumy, Mykolaiv, Chernihiv and Odesa.</p> <a href=""https://www.theguardian.com/world/2025/sep/28/hundreds-of-russian-missiles-and-drones-hit-ukraine-as-poland-scrambles-jets"">Continue reading...</a>",https://www.theguardian.com/world/2025/sep/28/hundreds-of-russian-missiles-and-drones-hit-ukraine-as-poland-scrambles-jets,2025-09-28T16:05:27+00:00,INT,False,False,2.4370814453140963,2.4370814453140963,5nano
main,main,Utenriks uten USA,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Why Britain must not get taken in by Dubai’s skin-deep glitz | Letters,"<p>Readers responding to Jonathan Liew’s article on Reform UK’s admiration for the emirate</p><p>Jonathan Liew is to be congratulated for his incisive views about Dubai and its attraction for the right (<a href=""https://www.theguardian.com/commentisfree/2025/sep/23/dubai-uk-remake-careful-what-they-wish-for-populist-right"">The populist right wants to remake the UK in the image of Dubai. We should all be careful what they wish for, 23 September</a>). I fled the place after two years of a three-year contract because of the horrible way the emirate treats guest workers. I’ve returned three times on brief trips because of my work as a journalist or consultant (plus once because a storm cancelled my flight). On all those trips, the place appeared glitzy,&nbsp;but the nasty underbelly&nbsp;persisted.</p><p>I’ve watched as bored local men bought heroin as the electric windows of their car slid open to permit an exchange on the roads. I’ve visited hospitals where the babies of maids raped by their employers waited for adoption. I’ve seen the stables where the locals house thoroughbreds in palatial conditions that the labourers who work on constructions in 45C heat would consider a paradise.</p> <a href=""https://www.theguardian.com/world/2025/sep/28/why-britain-must-not-get-taken-in-by-dubais-skin-deep-glitz"">Continue reading...</a>",https://www.theguardian.com/world/2025/sep/28/why-britain-must-not-get-taken-in-by-dubais-skin-deep-glitz,2025-09-28T15:58:14+00:00,INT,False,False,2.425886741123112,2.425886741123112,5nano
main,main,Utenriks uten USA,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Irish road bowlers have nothing on the forgotten potshare bowlers of England | Letter,"<p><strong>Peter Welsh</strong> on 19th-century sporting heroes from the north-east</p><p>Regarding your article (<a href=""https://www.theguardian.com/world/2025/sep/22/same-magic-ancient-irish-road-bowling-revived-by-tiktok-drones-bill-murray"">‘Same magic’: ancient Irish road bowling has been revived by TikTok, drones and Bill Murray, 22 September</a>), “Ware the bool” was a shout regularly heard on the Blackfell at Gateshead, on the Town Moor at Newcastle, on Newbiggin Moor or on Blyth beach in the latter part of the 19th century and into the 20th. It was the cry to warn people that a potshare bowl (made of whinstone and weighing up to 50 ounces, or about 1.4kg) might be about to lay waste to their lower legs, having been thrawn, hoyed or houghed (propelled) by a “hardy knight of the black diamond” (pitman).</p><p>I doubt that the hardy knights would have been impressed by the Irish lads using 28-ounce bowls and nor does the length of “hoy” look much more than about 80 metres. Geordie potshare “boolers” were used to nine “thraws” to cover the mile course on the Town Moor.</p> <a href=""https://www.theguardian.com/uk-news/2025/sep/28/irish-road-bowlers-have-nothing-on-the-forgotten-potshare-bowlers-of-england"">Continue reading...</a>",https://www.theguardian.com/uk-news/2025/sep/28/irish-road-bowlers-have-nothing-on-the-forgotten-potshare-bowlers-of-england,2025-09-28T15:57:10+00:00,INT,False,False,2.424280548288944,2.424280548288944,5nano
main,main,Utenriks uten USA,0.55,NEWS.MC – Monaco (EN),https://news.mc/,rss,YCM Explorer Awards 2025 honour innovation and environmental responsibility in yachting,"<p>The Yacht Club de Monaco has once again placed itself at the heart of global yachting with the 5th edition of the YCM Explorer Awards, held under the presidency of His Serene Highness Prince Albert II during the 34th Monaco Yacht Show. The event recognised projects that embody a forward-looking vision of yachting, combining technology, [&#8230;]</p>
<p>The post <a href=""https://news.mc/2025/09/28/ycm-explorer-awards-2025-honour-innovation-and-environmental-responsibility-in-yachting/"">YCM Explorer Awards 2025 honour innovation and environmental responsibility in yachting</a> appeared first on <a href=""https://news.mc"">NEWS.MC - Monaco News</a>.</p>",https://news.mc/2025/09/28/ycm-explorer-awards-2025-honour-innovation-and-environmental-responsibility-in-yachting/,2025-09-28T15:50:52+00:00,INT,False,False,2.4150357010643404,2.4150357010643404,5nano
main,main,Utenriks uten USA,0.55,NRK – Toppsaker,https://www.nrk.no/,rss,Hamas: Har mistet kontakt med to israelske gisler etter angrep,"Hamas hevder å ha mistet kontakten med to israelske gisler etter intense israelske angrep mot Gaza by, melder AFP.
– Kontakten med de to fangene er tapt på grunn av de brutale militære operasjonene og voldsomme angrepene i Sabra- og Tal al-Hawa-områdene de siste 48 timene, heter det i en uttalelse fra Hamas.
Det antas at rundt 20 av de gjenværende gislene fortsatt er i live. 7. oktober 2023 kidnappet Hamas 251 israelske gisler.",https://www.nrk.no/nyheter/hamas_-har-mistet-kontakt-med-to-israelske-gisler-etter-angrep-1.17589374,2025-09-28T13:33:31+00:00,NO,True,False,2.281371879878811,2.281371879878811,5nano
main,main,Utenriks uten USA,0.55,Politiken – Seneste nyt (DA),https://politiken.dk/,rss,"»Selvfølgelig gør det indtryk, når eksperter siger sådan. Men det er jo deres synspunkt«","Det danske EU-formandskab har fremsat forslag om, at borgernes telefoner og computere skal skannes for billeder og videoer af seksuelle overgreb på børn for at hindre, at de bliver delt. Et mindretal blokerer af hensyn til privatlivets fred. Forskere frygter at bryde krypteringen og sætte it-sikkerheden årtier tilbage.",https://politiken.dk/internationalt/art10558357/%C2%BBSelvf%C3%B8lgelig-g%C3%B8r-det-indtryk-n%C3%A5r-eksperter-siger-s%C3%A5dan.-Men-det-er-jo-deres-synspunkt%C2%AB,2025-09-28T18:13:45+02:00,DK,True,False,2.250706805257113,2.250706805257113,5nano
main,main,Utenriks uten USA,0.55,NRK – Toppsaker,https://www.nrk.no/,rss,Innfører nasjonalt droneforbud i Danmark neste uke,"Fra mandag til fredag neste uke innføres det nasjonalt droneforbud i Danmark i forbindelse med EU-toppmøtet i København.
Det forteller transportminister Thomas Danielsen til DR Nyheder.
– Det innføres et sivilt droneforbud for å gi politiet arbeidsro til å kunne fokusere på den store oppgaven med å gjennomføre toppmøtet i Danmark på en ordentlig måte, sier ministeren.
Den siste tiden har det blitt gjort flere droneobservasjoner over danske flyplasser.",https://www.nrk.no/nyheter/innforer-nasjonalt-droneforbud-i-danmark-neste-uke-1.17589287,2025-09-28T11:34:15+00:00,NO,True,False,2.2198814322102494,2.2198814322102494,5nano
main,main,Utenriks uten USA,0.55,NRK – Toppsaker,https://www.nrk.no/,rss,Bislett-eksplosjonen: Ny person pågrepet,"Politiet har pågrepet en ny person etter at en granat eksploderte på Bislett i Oslo tirsdag kveld, opplyser politiet.
– En person er pågrepet i saken. Siktet i forbindelse med hendelsen på tirsdag. Blitt begjært varetektsfengslet i dag, sier politiadvokat Henrik Rådal til NRK.
Vedkommende erkjenner ikke straffskyld, sier forsvarer Bjørn Aksel Henriksen til NRK.
Ingen ble skadet i eksplosjonen. Fra før har politiet innbrakt to 13 år gamle gutter, samt to unge gutter som ble pågrepet og senere løslatt.
Det var VG som omtalte pågripelsen først.",https://www.nrk.no/nyheter/bislett-eksplosjonen_-ny-person-pagrepet-1.17589285,2025-09-28T10:34:16+00:00,NO,True,False,2.1981073771006616,2.1981073771006616,5nano
nnuk,nnuk,Utenriks uten USA,0.55,Süddeutsche Zeitung – RSS index,https://www.sueddeutsche.de/service/updates-mit-rss-uebersicht-aller-rss-feeds-fuer-sz-de-sz-magazin-und-jetzt-de-1.393950,rss,"Oktoberfest 2025: Halbzeitbilanz: 3,5 Millionen Gäste waren bisher auf der Wiesn","<img src=""https://www.sueddeutsche.de/2025/09/28/8a4dfc47-87ec-4b82-b788-67f580072bdc.jpg?rect=222%2C0%2C3556%2C2667&amp;width=1000&amp;fm=jpg&amp;q=60"" /><p>Weniger Gäste, mehr Straftaten und mehr Wasser - so lässt sich die erste Hälfte des Oktoberfests zusammenfassen. Weil am Samstagnachmittag trotzdem zu viele Leute auf die Theresienwiese drängten, musste die Polizei das Gelände vorübergehend sperren.</p>",https://www.sueddeutsche.de/muenchen/oktoberfest-2025-muenchen-sonntag-news-liveticker-li.3314015,2025-09-28T15:09:00+00:00,DE,False,False,2.360039467920857,2.360039467920857,5nano
main,main,Kronikk,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,The Guardian view on AI and jobs: the tech revolution should be for the many not the few | Editorial,"<p>Britain risks devolving its digital destiny to Silicon Valley. As a TUC manifesto argues, those affected must have a greater say in shaping the workplace of the future</p><p>In <a href=""https://www.theguardian.com/books/2016/jun/06/100-best-non-fiction-books-no-19-making-of-the-english-working-class-ep-thompson-1963-robert-mccrum"">The Making of the English Working Class</a>, the leftwing historian EP Thompson made a point of challenging the condescension of history towards luddism, the original anti-tech movement. The early 19th-century croppers and weavers who rebelled against new technologies should not be written off as “blindly resisting machinery”, wrote Thompson in his classic <a href=""https://uncomradelybehaviour.wordpress.com/wp-content/uploads/2012/04/thompson-ep-the-making-of-the-english-working-class.pdf"">history</a>. They were opposing a laissez-faire logic that dismissed its disastrous impact on their lives.</p><p>A distinction worth bearing in mind as Britain <a href=""https://theconversation.com/the-tech-prosperity-deal-is-huge-but-will-the-uk-reap-the-benefits-265621"">rolls out</a> the red carpet for US big tech, thereby outsourcing a modern industrial revolution still in its infancy. Photographers, coders and writers, for example, would sympathise with the powerlessness felt by working people who saw customary protections swept away in a search for enhanced productivity and profit. Unlicensed use of their creative labour to train generative AI has <a href=""https://www.project-syndicate.org/onpoint/how-ai-profits-can-help-fund-cultural-production-by-mariana-mazzucato-and-fausto-gernone-2025-07"">delivered</a> vast revenues to Silicon Valley while rendering their livelihoods increasingly precarious.</p> <a href=""https://www.theguardian.com/commentisfree/2025/sep/28/the-guardian-view-on-ai-and-jobs-the-tech-revolution-should-be-for-the-many-not-the-few"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2025/sep/28/the-guardian-view-on-ai-and-jobs-the-tech-revolution-should-be-for-the-many-not-the-few,2025-09-28T16:30:16+00:00,INT,False,True,2.480515703836794,2.480515703836794,5nano
main,main,Kronikk,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,The Guardian view on the 2025 Booker prize: bringing posh bingo to the BookTok generation | Editorial,"<p>With this year’s shortlist announced live to the public, Britain’s most prestigious literary award is finding ways to engage new audiences</p><p>With its reputation for stuffiness and elitism, the Booker prize may seem unsuited to the age of social media. Back in the 1980s, when writers’ spats and affairs made headlines, the winning ceremony was <a href=""https://www.youtube.com/watch?v=zMJI8cRcbAQ"">televised by the BBC</a>. It was the book world’s Oscars. Today, the idea of tuning in to watch the dinner-suited literati tuck into supper in London’s oak-panelled Guildhall seems preposterous. But the UK’s most prestigious literary prize still needs to reach as wide an&nbsp;audience as possible. How do you sell <a href=""https://www.lrb.co.uk/the-paper/v09/n20/julian-barnes/diary"">“posh bingo”</a>,&nbsp;as Julian Barnes memorably dubbed it, to the <a href=""https://www.theguardian.com/books/2023/aug/06/i-cant-stress-how-much-booktok-sells-teen-literary-influencers-swaying-publishers"">BookTok</a> generation?</p><p>It is no longer enough to tell people what they should be reading. Readers expect to be part of the conversation – to be in the bingo hall. This year’s shortlist was announced live by the chair and former Booker prizewinner Roddy Doyle at an event at London’s Southbank Centre, with behind-the-scenes chat from the <a href=""https://thebookerprizes.com/get-to-know-the-booker-prize-2025-judges"">panel</a>. The event was also livestreamed.</p> <a href=""https://www.theguardian.com/commentisfree/2025/sep/28/the-guardian-view-on-the-2025-booker-prize-bringing-posh-bingo-to-the-booktok-generation"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2025/sep/28/the-guardian-view-on-the-2025-booker-prize-bringing-posh-bingo-to-the-booktok-generation,2025-09-28T16:25:16+00:00,INT,False,False,2.4710838907975,2.4710838907975,5nano
main,main,Kronikk,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Racist voices are becoming louder and moving into the mainstream. How can I help my client feel safe? | Ahona Guha,"<p>Within the context of increasing anti-migrant and anti-Muslim rhetoric, Aisha found that she was hyper-vigilant and anxious about the possibility of another assault</p><ul><li><p><a href=""https://www.theguardian.com/commentisfree/series/the-modern-mind"">The modern mind</a> is a column where experts discuss mental health issues they are seeing in their work</p></li></ul><p>As far-right and anti-immigration influences take hold across the globe, people of colour are often struggling to know where they might feel safe. Encountering occasional racism has been a fact of life for people of colour in most countries in the west. Emboldened by the far-right movements, racist voices are now becoming louder and moving into the mainstream.</p><p>One of the emergent themes within the therapy room has involved a resurgence of racial trauma, especially for those who have previously experienced significant such harm.</p> <a href=""https://www.theguardian.com/commentisfree/2025/sep/29/racist-voices-are-becoming-louder-and-moving-into-the-mainstream-how-can-i-help-my-client-feel-safe"">Continue reading...</a>",https://www.theguardian.com/commentisfree/2025/sep/29/racist-voices-are-becoming-louder-and-moving-into-the-mainstream-how-can-i-help-my-client-feel-safe,2025-09-28T15:00:15+00:00,INT,False,False,2.353202480063056,2.353202480063056,5nano
main,main,Kronikk,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,"In an era of AI slop and mid TV, is it time for cultural snobbery to make a comeback?","<p>The lowbrow dominates culture and anyone who questions the status quo is dismissed as an elitist killjoy. But with bland algorithmic content on the rise, perhaps we consumers should start taking our art a bit more seriously</p><p>In <a href=""https://www.theguardian.com/tv-and-radio/2025/jul/10/too-much-review-lena-dunham-netflix"">Too Much</a>, Lena Dunham’s Netflix romcom, protagonist Jess has a toxic ex called Zev. Via flashback, we witness Zev dismiss her emotional needs, demand she get rid of her dog and – worst of all – pour scorn on her cultural preferences: Vanderpump Rules, the “Real Housewomen of North Carolina”, Miley Cyrus songs. When Jess enthusiastically sings along to the ballad Angels Like You, Zev admonishes her: “It’s not real music, it’s manufactured bullshit – come on, you’re too smart to fall for that.” Jess briefly defends Cyrus, before retreating. “Don’t make me feel stupid for loving things!” she implores tearily.</p><p>Zev is a bad guy and a cultural snob. He’s a bad guy partly because he’s a cultural snob. He’s also a relic. We live in a world where contempt for culture based on its level of sophistication or intellectual value is considered deeply passé, if not borderline evil. The derogatory labels – guilty pleasure, idiotbox, dumbed-down entertainment, disposable pop, trash TV – are no longer in circulation. Culture of every stripe is worthwhile: superhero movies prompt near academic levels of discourse; Taylor Swift is the subject of multiple university classes; and reality shows double as state of the nation treatises (The Traitors echoes British democracy’s dysfunctions, <a href=""https://inews.co.uk/opinion/the-traitors-reveals-uncomfortable-truths-about-our-own-democracy-3458043?srsltid=AfmBOoqKMvZbgIL98rl0JP7o_7N_kvEkjy5x09B7KNm6jAUv96HnsQ3G"">wrote Ian Dunt in the i</a>; the brutal competition of Love Island USA is an allegory for the mercilessness of American life, according to <a href=""https://www.newyorker.com/magazine/2025/07/28/love-island-usa-tv-review-peacock"">the New Yorker</a>). Throwing insults – vapid, stupid, pointless, brain cell-depleting – is now like spitting into a mirror: it says more about you than the song/show/movie you are criticising.</p> <a href=""https://www.theguardian.com/tv-and-radio/2025/sep/28/cultural-snobbery-too-much-studio-rogen-house-of-the-dragon"">Continue reading...</a>",https://www.theguardian.com/tv-and-radio/2025/sep/28/cultural-snobbery-too-much-studio-rogen-house-of-the-dragon,2025-09-28T09:00:07+00:00,INT,False,True,2.1714574308943178,2.1714574308943178,5nano
main,main,Kronikk,0.55,Dagens Nyheter (SE),https://www.dn.se/,rss,DN Debatt. ”Slopa svenskämnet och ersätt med kommunikation”,"DN DEBATT. Vi måste lämna våra snäva idéer om vad språket är och hur det bäst lärs ut. Dagens unga rör sig i en flerspråkig värld, de kommunicerar genom bilder och memes. Svenskämnet i skolan hänger inte med, utan försöker envist ge dem nycklar att låsa upp en samtid som för länge sedan har gått över till kodlås, skriver Oscar Björk, forskare i svenska och lärarutbildare.",https://www.dn.se/debatt/slopa-svenskamnet-och-ersatt-med-kommunikation/,2025-09-27T20:00:00+02:00,SE,True,False,2.0099999987796875,2.0099999987796875,5nano
main,main,Kronikk,0.55,NRK – Toppsaker,https://www.nrk.no/,rss,Kilder til NRK: Erna Solberg fortsetter i toppverv,"Valgkomiteen i Høyre innstiller på at Erna Solberg fortsetter som parlamentarisk leder, altså leder for stortingsgruppa.
Det får NRK bekreftet fra kilder i Høyre.
Innstillingen ble sendt ut sent i går kveld – etter at NRK publiserte en sak om at flere i Høyre ønsker å erstatte Solberg som parlamentarisk leder.
Det var Nettavisen som fredag morgen først fortalte at valgkomiteen hadde lagt fram sin innstilling med Erna Solberg på topp.
Med seg i gruppestyret får hun Trond Helleland som nestleder. I tillegg vil det bestå av Henrik Asheim, Mari Holm Lønseth, Tage Pettersen, Margret Hagerup og Tone Trøen.
Etter det NRK får opplyst skal valgene foretas på et gruppemøte i Høyre i dag. Som regel er slike valg rene formaliteter når valgkomiteen har lagt fram en enstemmig innstilling.",https://www.nrk.no/nyheter/kilder-til-nrk_-erna-solberg-fortsetter-i-toppverv--1.17587149,2025-09-26T07:06:05+00:00,NO,True,False,2.032485846933884,2.032485846933884,5nano
main,main,Kronikk,0.55,Dagens Nyheter (SE),https://www.dn.se/,rss,DN Debatt. ”Överdrivna lagkrav tvingar kvinnojourer att stänga ner”,"DN DEBATT. Strängare lagstiftning har fått skyddade boenden att stänga på löpande band runt om i landet – i stora län som Gävleborg och Norrbotten finns det inga kvar. När ideella krafter slås ut står kvinnor och barn utan skydd när de försöker lämna våldsamma män, skriver Roks ordförande Adine Samadi och Annika Strandhäll, ordförande för S-kvinnor.",https://www.dn.se/debatt/overdrivna-lagkrav-tvingar-kvinnojourer-att-stanga-ner/,2025-09-26T20:00:00+02:00,SE,True,False,1.9169736813006408,1.9169736813006408,5nano
main,main,Kronikk,0.55,Dagens Nyheter (SE),https://www.dn.se/,rss,Engelska skolan slår tillbaka: ”Svenskan inte hotad”,"Efter hård kritik mot undervisning på engelska i svenska skolor förs nu en politisk debatt om hårdare regler för att lyfta svenska språket. Internationella engelska skolan försvarar sitt arbetssätt. – Hos oss är det svenska språket absolut inte hotat, säger Linda Öholm, Head of Public Affairs.",https://www.dn.se/sverige/engelska-skolan-slar-tillbaka-svenskan-inte-hotad/,2025-09-27T12:06:07+02:00,SE,True,False,1.792862448152647,1.792862448152647,5nano
nnuk,nnuk,Kronikk,0.55,Mediapart (EN),https://www.mediapart.fr/en,html,France is finally tackling state crime,"Political and financial crime is one of the French Republic’s best-kept secrets. It poisons the state quietly, to the detriment of the citizens who have to pay the price. That is why the judgement handed down on September 25th in the Libyan funding affair involving former president Nicolas Sarkozy and other high-profile defendants is of vital importance, writes Mediapart’s publishing editor in this op-ed article.","https://www.mediapart.fr/en/journal/france/260925/{'@type': 'WebPage', '@id': 'https:/www.mediapart.fr/en/journal/france/260925/france-finally-tackling-state-crime'}",,FR,False,False,1.4,1.4,5nano
main,main,Underholdning,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Male shoppers are left out in the cold | Brief letters,"<p>Fashion faux pas | The Hack review | Romance of the railways | Alarm bells | Cyclist alert</p><p>Forty coat suggestions for women and just 10 for men in The Filter (<a href=""https://www.theguardian.com/thefilter/2025/sep/27/best-coats-women-men"">27 September</a>)? I guess I’ll keep wearing my coat of&nbsp;the last 10 years then.<br /><strong>Joe Chicken </strong><br /><em>London</em></p><p>• Re Lucy Mangan’s two-star review for The Hack (<a href=""https://www.theguardian.com/tv-and-radio/2025/sep/24/the-hack-review-jack-thorne-media-corruption-guardian"">TV review, 24 September</a>), I’ve always loved her writing, from her Toryboy columns to her more recent TV criticisms, which, until now, have almost always concurred with my own views. But I was gripped by the first instalment of The&nbsp;Hack and will be watching it to&nbsp;the&nbsp;end.&nbsp;Sorry, Lucy.<br /><strong>Pat Finn</strong><br /><em>Sunderland</em></p> <a href=""https://www.theguardian.com/fashion/2025/sep/28/male-shoppers-are-left-out-in-the-cold"">Continue reading...</a>",https://www.theguardian.com/fashion/2025/sep/28/male-shoppers-are-left-out-in-the-cold,2025-09-28T15:55:11+00:00,INT,False,False,2.421326005877993,2.421326005877993,5nano
main,main,Underholdning,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Why do people become leftwing or rightwing? Is it nature or nurture?,"<p>The long-running series in which readers answer other readers’ questions. This week, a dive into the psychology of political attitudes. Are they moulded by our genes or by our environment and experience?</p><p>Why do people become leftwing or rightwing? Is it nature or nurture? <em>Jane Shaw, France</em></p><p><em>Post your answers (and new questions) below or send them to </em><strong><a href=""mailto:nq@theguardian.com"">nq@theguardian.com</a></strong><em>. A selection will be published next Sunday.</em></p> <a href=""https://www.theguardian.com/lifeandstyle/2025/sep/28/people-leftwing-rightwing-nature-nurture-psychology-political-attitudes"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2025/sep/28/people-leftwing-rightwing-nature-nurture-psychology-political-attitudes,2025-09-28T13:01:11+00:00,INT,False,False,2.261543201335568,2.261543201335568,5nano
main,main,Underholdning,0.55,Helsinki Times (EN),https://www.helsinkitimes.fi/,rss,New drone sightings near Danish military sites raise security concerns,"<div class=""feed-description""><p><img src=""https://www.helsinkitimes.fi/images/2025/09/drone_sightings_denmark.jpg"" /></p><p><strong>Unidentified drones</strong> were detected again overnight near Danish military areas, the country’s armed forces confirmed in a brief <a href=""https://www.forsvaret.dk/da/nyheder/2025/droneobservationer-i-nat/"" rel=""noopener noreferrer"" target=""_blank"">statement</a> on Sunday.</p>
<p>The sightings mark the latest in a series of unexplained aerial activities near sensitive defence locations. The Danish Defence Command did not disclose how many drones were seen or their exact flight paths. It also declined to provide further details to national media outlets <a href=""https://www.dr.dk/nyheder/seneste/forsvaret-droner-set-ved-flere-af-forsvarets-lokaliteter-i-nat"" rel=""noopener noreferrer"" target=""_blank"">DR</a> and <a href=""https://nyheder.tv2.dk/live/krimi/2025-09-22-droner-over-danmark"" rel=""noopener noreferrer"" target=""_blank"">TV2</a>.</p>
</div>",https://www.helsinkitimes.fi/world-int/28035-new-drone-sightings-near-danish-military-sites-raise-security-concerns.html,2025-09-28T16:00:31+03:00,FI,False,False,2.2611637227752097,2.2611637227752097,5nano
main,main,Underholdning,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Readers reply: What would happen if politicians actually answered the question?,"<p>The long-running series in which readers answer other readers’ questions tackles what might occur if our elected representatives responded directly to questions put to them …</p><p>What would happen if politicians actually answered the question? <em>Paul R, via email</em></p><p><em>Send new questions to </em><a href=""mailto:nq@theguardian.com"">nq@theguardian.com</a><em>.</em></p> <a href=""https://www.theguardian.com/lifeandstyle/2025/sep/28/readers-reply-what-would-happen-politicians-answered-question"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2025/sep/28/readers-reply-what-would-happen-politicians-answered-question,2025-09-28T13:00:12+00:00,INT,False,False,2.2609838375107216,2.2609838375107216,5nano
main,main,Underholdning,0.55,Dagens Nyheter (SE),https://www.dn.se/,rss,Tv-spel ska locka unga till Bokmässan nästa år,Folkbildning och Quebec får sällskap av temat Spel på Bokmässan i Göteborg nästa år. Tema-ansvarig blir Göteborgs-Postens tidigare kulturchef Björn Werner. Målet är att tv- och datorspel äntligen ska erkännas som kulturform och inte bara ses som underhållning.,https://www.dn.se/kultur/tv-spel-ska-locka-unga-till-bokmassan-nasta-ar/,2025-09-28T15:15:15+02:00,SE,True,False,1.9198144335011005,1.9198144335011005,5nano
main,main,Underholdning,0.55,Politiken – Seneste nyt (DA),https://politiken.dk/,rss,Henrik Palle: Min fars ord runger i mit hoved efter at have set TV 2-program,"I serien ’Mesterlige ombygninger’ præsenteres vi for en hel utrolig grad af hittepåsomhed i ombygningsmæssig forstand. Man river simpelthen lortet ned, skriver Henrik Palle i denne klumme.",https://politiken.dk/kultur/set_og_hoert/art10521716/Henrik-Palle-Min-fars-ord-runger-i-mit-hoved-efter-at-have-set-TV-2-program,2025-09-28T16:31:32+02:00,DK,True,False,1.7956737102422915,1.7956737102422915,5nano
main,main,Underholdning,0.55,Dagens Nyheter (SE),https://www.dn.se/,rss,Docktanter röker gräs och garvar läppen av sig,"”Anette, du är huvudrollen i din egen film” är en både rörande och skev komedi om vad som händer när man på allvar lyssnar inåt och lämnar allt.",https://www.dn.se/kultur/docktanter-roker-gras-och-garvar-lappen-av-sig/,2025-09-28T10:41:57+02:00,SE,True,False,1.5271190064512463,1.5271190064512463,5nano
main,main,Underholdning,0.55,NRK – Toppsaker,https://www.nrk.no/,rss,Forskarar og fagfolk er uroa: – Av-og-til-røyking blant unge menn har blitt trendy,"Røyking på TV, film og sosiale medium er ein av årsakene til at stadig fleire unge menn «festrøyker» meir enn på mange år. Det meiner FHI-forskar.",https://www.nrk.no/kultur/fhi-forskar-er-uroleg-_-fleire-unge-menn-royker-hyppigare-av-og-til-1.17582191,2025-09-27T09:54:20+00:00,NO,True,False,1.4225355139648854,1.4225355139648854,5nano
nnuk,nnuk,Underholdning,0.55,RTÉ News (IE),https://www.rte.ie/news/,rss,The Walsh Sisters: 'It's special to be a part of this',"The TV adaptation of Marian Keyes' Walsh Sisters books begins tonight on RTÉ One. John Byrne meets Louisa Harland and Caroline Menton, who play sisters Anna and Rachel.",https://www.rte.ie/entertainment/2025/0928/1535656-the-walsh-sisters-rachels-unaware-she-needs-help/,2025-09-28T06:00:01+01:00,IE,False,False,1.5476616833100736,1.5476616833100736,5nano
main,main,USA,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Trump to meet with US congressional leaders in last-ditch effort to avoid shutdown,"<p>US president reverses course days after scrapping meeting to discuss crisis with Hakeem Jeffries and Chuck Schumer</p><p><a href=""https://www.theguardian.com/us-news/donaldtrump"">Donald Trump</a> has reversed course and is purportedly planning to host a bipartisan gathering of the top four US congressional leaders at the White House on Monday afternoon in a last-ditch effort to avoid a looming <a href=""https://www.theguardian.com/us-news/2025/sep/27/government-shutdown-explainer"">government shutdown</a>, the House speaker and the US president’s fellow Republican <a href=""https://www.theguardian.com/us-news/mike-johnson"">Mike Johnson</a> said on Sunday.</p><p>Trump’s climbdown comes days after he <a href=""https://www.theguardian.com/us-news/2025/sep/23/trump-democrats-meeting-government-shutdown"">scrapped a planned meeting</a> to discuss the crisis with <a href=""https://www.theguardian.com/us-news/hakeem-jeffries"">Hakeem Jeffries</a> and <a href=""https://www.theguardian.com/us-news/chuck-schumer"">Chuck Schumer</a>, the respective Democratic minority leaders in the House and Senate.</p> <a href=""https://www.theguardian.com/us-news/2025/sep/28/trump-congress-leaders-government-shutdown"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/sep/28/trump-congress-leaders-government-shutdown,2025-09-28T16:32:33+00:00,INT,False,True,2.4849496807515834,2.4849496807515834,5nano
